293,Newburyport/Rockport Line,1,14,Salem,42.523927,-70.898903,Trunk
294,Newburyport/Rockport Line,1,15,Swampscott,42.473739,-70.922036,Trunk
295,Newburyport/Rockport Line,1,16,Lynn,42.462293,-70.947794,Trunk
296,Newburyport/Rockport Line,1,17,River Works,42.453804,-70.975698,Trunk
297,Newburyport/Rockport Line,1,18,Chelsea,42.395661,-71.034826,Trunk
298,Newburyport/Rockport Line,1,19,North Station,42.365551,-71.061251,Trunk
299,Providence/Stoughton Line,0,1,South Station,42.352614,-71.055364,Trunk
300,Providence/Stoughton Line,0,2,Back Bay,42.347158,-71.075769,Trunk
301,Providence/Stoughton Line,0,3,Ruggles,42.335545,-71.090524,Trunk
302,Providence/Stoughton Line,0,4,Hyde Park,42.255121,-71.125022,Trunk
303,Providence/Stoughton Line,0,5,Route 128,42.209884,-71.1471,Trunk
304,Providence/Stoughton Line,0,6,Canton Junction,42.163423,-71.153374,Trunk
305,Providence/Stoughton Line,0,7,Canton Center,42.156769,-71.14553,Secondary
306,Providence/Stoughton Line,0,8,Stoughton,42.123818,-71.10309,Secondary
307,Providence/Stoughton Line,0,9,Sharon,42.124804,-71.183213,Primary
308,Providence/Stoughton Line,0,10,Mansfield,42.032734,-71.219318,Primary
309,Providence/Stoughton Line,0,11,Attleboro,41.942097,-71.284897,Primary
310,Providence/Stoughton Line,0,12,South Attleboro,41.897943,-71.354621,Primary
311,Providence/Stoughton Line,0,13,Providence,41.829641,-71.413332,Primary
312,Providence/Stoughton Line,0,14,TF Green Airport,41.726599,-71.442453,Primary
313,Providence/Stoughton Line,0,15,Wickford Junction,41.5808,-71.4914,Primary
314,Providence/Stoughton Line,1,1,Wickford Junction,41.5808,-71.4914,Primary
315,Providence/Stoughton Line,1,2,TF Green Airport,41.726599,-71.442453,Primary
316,Providence/Stoughton Line,1,3,Providence,41.829641,-71.413332,Primary
317,Providence/Stoughton Line,1,4,South Attleboro,41.897943,-71.354621,Primary
318,Providence/Stoughton Line,1,5,Attleboro,41.942097,-71.284897,Primary
319,Providence/Stoughton Line,1,6,Mansfield,42.032734,-71.219318,Primary
320,Providence/Stoughton Line,1,7,Sharon,42.124804,-71.183213,Primary
321,Providence/Stoughton Line,1,8,Stoughton,42.123818,-71.10309,Secondary
322,Providence/Stoughton Line,1,9,Canton Center,42.156769,-71.14553,Secondary
323,Providence/Stoughton Line,1,10,Canton Junction,42.163423,-71.153374,Trunk
324,Providence/Stoughton Line,1,11,Route 128,42.209884,-71.1471,Trunk
325,Providence/Stoughton Line,1,12,Hyde Park,42.255121,-71.125022,Trunk
326,Providence/Stoughton Line,1,13,Ruggles,42.335545,-71.090524,Trunk
327,Providence/Stoughton Line,1,14,Back Bay,42.347158,-71.075769,Trunk
328,Providence/Stoughton Line,1,15,South Station,42.352614,-71.055364,Trunk
